"","MFG_DATE","PLANT_ID","PRODUCT_ID","ITEMS_PRODUCED","ITEMS_SAMPLED","ITEMS_DEFECTIVE","MFG_DEFECT_RATE"
"132",2020-05-11,"US1","LAP01",50030,500,9,0.018
"133",2020-05-12,"US1","LAP01",50080,440,8,0.0181818181818182
"134",2020-05-13,"US1","LAP01",49960,610,11,0.0180327868852459
"135",2020-05-14,"US1","LAP01",49930,390,7,0.0179487179487179
"136",2020-05-15,"US1","LAP01",50050,490,9,0.0183673469387755
"137",2020-05-16,"US1","LAP01",50040,420,8,0.019047619047619
"138",2020-05-17,"US1","LAP01",50030,540,10,0.0185185185185185
"139",2020-05-18,"US1","LAP01",50000,540,10,0.0185185185185185
"140",2020-05-19,"US1","LAP01",50070,500,9,0.018
"141",2020-05-20,"US1","LAP01",49950,610,11,0.0180327868852459
"142",2020-05-21,"US1","LAP01",50080,500,9,0.018
"143",2020-05-22,"US1","LAP01",50060,570,10,0.0175438596491228
"144",2020-05-23,"US1","LAP01",50020,440,8,0.0181818181818182
"145",2020-05-24,"US1","LAP01",50020,460,8,0.0173913043478261
"146",2020-05-25,"US1","LAP01",50100,450,8,0.0177777777777778
"147",2020-05-26,"US1","LAP01",50010,370,7,0.0189189189189189
"148",2020-05-27,"US1","LAP01",50030,400,7,0.0175
"149",2020-05-28,"US1","LAP01",50020,500,9,0.018
"150",2020-05-29,"US1","LAP01",49990,570,10,0.0175438596491228
"151",2020-05-30,"US1","LAP01",50070,500,9,0.018
"152",2020-05-31,"US1","LAP01",49940,480,9,0.01875
"153",2020-06-01,"US1","LAP01",49930,480,9,0.01875
"154",2020-06-02,"US1","LAP01",49910,570,10,0.0175438596491228
"155",2020-06-03,"US1","LAP01",50090,340,6,0.0176470588235294
"156",2020-06-04,"US1","LAP01",49970,700,13,0.0185714285714286
"157",2020-06-05,"US1","LAP01",50010,520,9,0.0173076923076923
"158",2020-06-06,"US1","LAP01",50000,500,9,0.018
"159",2020-06-07,"US1","LAP01",50000,640,12,0.01875
"160",2020-06-08,"US1","LAP01",50010,400,7,0.0175
"161",2020-06-09,"US1","LAP01",50000,490,9,0.0183673469387755
"162",2020-06-10,"US1","LAP01",49940,450,8,0.0177777777777778
"163",2020-06-11,"US1","LAP01",49930,570,10,0.0175438596491228
"164",2020-06-12,"US1","LAP01",49990,820,15,0.0182926829268293
"165",2020-06-13,"US1","LAP01",49980,490,9,0.0183673469387755
"166",2020-06-14,"US1","LAP01",50040,650,12,0.0184615384615385
"167",2020-06-15,"US1","LAP01",49900,310,6,0.0193548387096774
"168",2020-06-16,"US1","LAP01",50000,340,6,0.0176470588235294
"169",2020-06-17,"US1","LAP01",49920,340,6,0.0176470588235294
"170",2020-06-18,"US1","LAP01",49890,490,9,0.0183673469387755
"171",2020-06-19,"US1","LAP01",50030,580,10,0.0172413793103448
"172",2020-06-20,"US1","LAP01",49920,490,9,0.0183673469387755
"173",2020-06-21,"US1","LAP01",50010,480,9,0.01875
"174",2020-06-22,"US1","LAP01",49990,560,10,0.0178571428571429
"175",2020-06-23,"US1","LAP01",49960,310,6,0.0193548387096774
"176",2020-06-24,"US1","LAP01",50000,510,9,0.0176470588235294
"177",2020-06-25,"US1","LAP01",49930,500,9,0.018
"178",2020-06-26,"US1","LAP01",49990,590,11,0.0186440677966102
"179",2020-06-27,"US1","LAP01",49980,400,7,0.0175
"180",2020-06-28,"US1","LAP01",50000,610,11,0.0180327868852459
"181",2020-06-29,"US1","LAP01",49940,530,10,0.0188679245283019
"182",2020-06-30,"US1","LAP01",50010,390,7,0.0179487179487179
"183",2020-07-01,"US1","LAP01",49920,660,12,0.0181818181818182
"184",2020-07-02,"US1","LAP01",50010,270,5,0.0185185185185185
"185",2020-07-03,"US1","LAP01",50020,600,11,0.0183333333333333
"186",2020-07-04,"US1","LAP01",50030,550,10,0.0181818181818182
"187",2020-07-05,"US1","LAP01",50010,500,9,0.018
"188",2020-07-06,"US1","LAP01",49960,650,12,0.0184615384615385
"189",2020-07-07,"US1","LAP01",49980,480,9,0.01875
"190",2020-07-08,"US1","LAP01",50060,570,10,0.0175438596491228
"191",2020-07-09,"US1","LAP01",50030,430,8,0.0186046511627907
"192",2020-07-10,"US1","LAP01",50010,680,12,0.0176470588235294
"193",2020-07-11,"US1","LAP01",49960,250,5,0.02
"194",2020-07-12,"US1","LAP01",49960,560,10,0.0178571428571429
"195",2020-07-13,"US1","LAP01",49930,590,11,0.0186440677966102
"196",2020-07-14,"US1","LAP01",49950,540,10,0.0185185185185185
"197",2020-07-15,"US1","LAP01",49880,460,8,0.0173913043478261
"198",2020-07-16,"US1","LAP01",50040,440,8,0.0181818181818182
"199",2020-07-17,"US1","LAP01",49940,420,8,0.019047619047619
"200",2020-07-18,"US1","LAP01",50020,540,10,0.0185185185185185
"201",2020-07-19,"US1","LAP01",49920,540,10,0.0185185185185185
"202",2020-07-20,"US1","LAP01",50020,480,9,0.01875
"203",2020-07-21,"US1","LAP01",49900,650,12,0.0184615384615385
"204",2020-07-22,"US1","LAP01",50050,410,7,0.0170731707317073
"205",2020-07-23,"US1","LAP01",50060,360,6,0.0166666666666667
"206",2020-07-24,"US1","LAP01",49970,510,9,0.0176470588235294
"207",2020-07-25,"US1","LAP01",49980,300,5,0.0166666666666667
"208",2020-07-26,"US1","LAP01",50020,420,8,0.019047619047619
"209",2020-07-27,"US1","LAP01",50070,550,10,0.0181818181818182
"210",2020-07-28,"US1","LAP01",50030,370,7,0.0189189189189189
"211",2020-07-29,"US1","LAP01",49940,620,11,0.017741935483871
"212",2020-07-30,"US1","LAP01",50030,490,9,0.0183673469387755
"213",2020-07-31,"US1","LAP01",50080,550,10,0.0181818181818182
"214",2020-08-01,"US1","LAP01",49980,530,10,0.0188679245283019
"215",2020-08-02,"US1","LAP01",49880,520,9,0.0173076923076923
"216",2020-08-03,"US1","LAP01",50000,340,6,0.0176470588235294
"217",2020-08-04,"US1","LAP01",49970,500,9,0.018
"218",2020-08-05,"US1","LAP01",49970,430,8,0.0186046511627907
"219",2020-08-06,"US1","LAP01",49860,530,10,0.0188679245283019
"220",2020-08-07,"US1","LAP01",50020,570,10,0.0175438596491228
"221",2020-08-08,"US1","LAP01",49990,530,10,0.0188679245283019
"222",2020-08-09,"US1","LAP01",50000,530,10,0.0188679245283019
"223",2020-08-10,"US1","LAP01",49950,580,10,0.0172413793103448
"224",2020-08-11,"US1","LAP01",50080,590,11,0.0186440677966102
"225",2020-08-12,"US1","LAP01",49960,530,10,0.0188679245283019
"226",2020-08-13,"US1","LAP01",50010,430,8,0.0186046511627907
"227",2020-08-14,"US1","LAP01",50060,540,10,0.0185185185185185
"228",2020-08-15,"US1","LAP01",49950,380,7,0.0184210526315789
"229",2020-08-16,"US1","LAP01",49940,520,9,0.0173076923076923
"230",2020-08-17,"US1","LAP01",50000,600,11,0.0183333333333333
"231",2020-08-18,"US1","LAP01",50010,400,7,0.0175
"232",2020-08-19,"US1","LAP01",50030,650,12,0.0184615384615385
"233",2020-08-20,"US1","LAP01",49960,600,11,0.0183333333333333
"234",2020-08-21,"US1","LAP01",49930,660,12,0.0181818181818182
"235",2020-08-22,"US1","LAP01",50010,460,8,0.0173913043478261
"236",2020-08-23,"US1","LAP01",50030,450,8,0.0177777777777778
"237",2020-08-24,"US1","LAP01",50000,610,11,0.0180327868852459
"238",2020-08-25,"US1","LAP01",50020,630,11,0.0174603174603175
"239",2020-08-26,"US1","LAP01",49970,340,6,0.0176470588235294
"240",2020-08-27,"US1","LAP01",50000,510,9,0.0176470588235294
"241",2020-08-28,"US1","LAP01",49970,670,12,0.017910447761194
"242",2020-08-29,"US1","LAP01",49910,550,10,0.0181818181818182
"243",2020-08-30,"US1","LAP01",50000,630,11,0.0174603174603175
"244",2020-08-31,"US1","LAP01",50080,540,10,0.0185185185185185
"245",2020-09-01,"US1","LAP01",50000,720,13,0.0180555555555556
"246",2020-09-02,"US1","LAP01",49970,580,10,0.0172413793103448
"247",2020-09-03,"US1","LAP01",49960,500,9,0.018
"248",2020-09-04,"US1","LAP01",50060,550,10,0.0181818181818182
"249",2020-09-05,"US1","LAP01",49910,460,8,0.0173913043478261
"250",2020-09-06,"US1","LAP01",50000,500,9,0.018
"251",2020-09-07,"US1","LAP01",49920,510,9,0.0176470588235294
"252",2020-09-08,"US1","LAP01",49990,640,12,0.01875
"253",2020-09-09,"US1","LAP01",49940,470,8,0.0170212765957447
"254",2020-09-10,"US1","LAP01",50000,670,12,0.017910447761194
"255",2020-09-11,"US1","LAP01",50000,540,10,0.0185185185185185
"256",2020-09-12,"US1","LAP01",50030,500,9,0.018
"257",2020-09-13,"US1","LAP01",49970,410,7,0.0170731707317073
"258",2020-09-14,"US1","LAP01",50020,280,5,0.0178571428571429
"259",2020-09-15,"US1","LAP01",49970,510,9,0.0176470588235294
"260",2020-09-16,"US1","LAP01",49990,470,8,0.0170212765957447
"261",2020-09-17,"US1","LAP01",49990,440,8,0.0181818181818182
"262",2020-09-18,"US1","LAP01",50070,290,5,0.0172413793103448
"263",2020-09-19,"US1","LAP01",50030,360,6,0.0166666666666667
"264",2020-09-20,"US1","LAP01",50030,530,10,0.0188679245283019
"265",2020-09-21,"US1","LAP01",49970,500,9,0.018
"266",2020-09-22,"US1","LAP01",50090,560,10,0.0178571428571429
"267",2020-09-23,"US1","LAP01",50030,350,6,0.0171428571428571
"268",2020-09-24,"US1","LAP01",50050,490,9,0.0183673469387755
"269",2020-09-25,"US1","LAP01",50020,490,9,0.0183673469387755
"270",2020-09-26,"US1","LAP01",50110,520,9,0.0173076923076923
"271",2020-09-27,"US1","LAP01",49930,520,9,0.0173076923076923
"272",2020-09-28,"US1","LAP01",50030,630,11,0.0174603174603175
"273",2020-09-29,"US1","LAP01",49990,460,8,0.0173913043478261
"274",2020-09-30,"US1","LAP01",49940,320,6,0.01875
"275",2020-10-01,"US1","LAP01",50020,330,6,0.0181818181818182
"276",2020-10-02,"US1","LAP01",50010,510,9,0.0176470588235294
"277",2020-10-03,"US1","LAP01",50080,650,12,0.0184615384615385
"278",2020-10-04,"US1","LAP01",50030,440,8,0.0181818181818182
"279",2020-10-05,"US1","LAP01",49940,660,12,0.0181818181818182
"280",2020-10-06,"US1","LAP01",49970,530,10,0.0188679245283019
"281",2020-10-07,"US1","LAP01",49990,470,8,0.0170212765957447
"282",2020-10-08,"US1","LAP01",49960,460,8,0.0173913043478261
"283",2020-10-09,"US1","LAP01",49910,430,8,0.0186046511627907
"284",2020-10-10,"US1","LAP01",49980,420,8,0.019047619047619
"285",2020-10-11,"US1","LAP01",50020,440,8,0.0181818181818182
"286",2020-10-12,"US1","LAP01",49920,510,9,0.0176470588235294
"287",2020-10-13,"US1","LAP01",50010,570,10,0.0175438596491228
"288",2020-10-14,"US1","LAP01",49970,420,8,0.019047619047619
"289",2020-10-15,"US1","LAP01",49950,480,9,0.01875
"290",2020-10-16,"US1","LAP01",49900,680,12,0.0176470588235294
"291",2020-10-17,"US1","LAP01",49960,530,10,0.0188679245283019
"292",2020-10-18,"US1","LAP01",49930,570,10,0.0175438596491228
"293",2020-10-19,"US1","LAP01",49980,460,8,0.0173913043478261
"294",2020-10-20,"US1","LAP01",49990,470,8,0.0170212765957447
"295",2020-10-21,"US1","LAP01",50020,660,12,0.0181818181818182
"296",2020-10-22,"US1","LAP01",50020,480,9,0.01875
"297",2020-10-23,"US1","LAP01",50040,550,10,0.0181818181818182
"298",2020-10-24,"US1","LAP01",49970,520,9,0.0173076923076923
"299",2020-10-25,"US1","LAP01",50000,470,8,0.0170212765957447
"300",2020-10-26,"US1","LAP01",50040,420,8,0.019047619047619
"301",2020-10-27,"US1","LAP01",50020,550,10,0.0181818181818182
"302",2020-10-28,"US1","LAP01",50010,640,12,0.01875
"303",2020-10-29,"US1","LAP01",50080,530,10,0.0188679245283019
"304",2020-10-30,"US1","LAP01",50020,360,6,0.0166666666666667
"305",2020-10-31,"US1","LAP01",50000,690,12,0.0173913043478261
"306",2020-11-01,"US1","LAP01",49990,580,10,0.0172413793103448
"307",2020-11-02,"US1","LAP01",49970,580,10,0.0172413793103448
"308",2020-11-03,"US1","LAP01",50050,410,7,0.0170731707317073
"309",2020-11-04,"US1","LAP01",50080,350,6,0.0171428571428571
"310",2020-11-05,"US1","LAP01",50060,330,6,0.0181818181818182
"311",2020-11-06,"US1","LAP01",49960,480,9,0.01875
"312",2020-11-07,"US1","LAP01",50020,550,10,0.0181818181818182
"313",2020-11-08,"US1","LAP01",50080,530,10,0.0188679245283019
"314",2020-11-09,"US1","LAP01",50040,320,6,0.01875
"315",2020-11-10,"US1","LAP01",49980,580,10,0.0172413793103448
"316",2020-11-11,"US1","LAP01",50000,430,8,0.0186046511627907
"317",2020-11-12,"US1","LAP01",49970,570,10,0.0175438596491228
"318",2020-11-13,"US1","LAP01",49930,440,8,0.0181818181818182
"319",2020-11-14,"US1","LAP01",49920,530,10,0.0188679245283019
"320",2020-11-15,"US1","LAP01",50010,500,9,0.018
"321",2020-11-16,"US1","LAP01",50010,600,11,0.0183333333333333
"322",2020-11-17,"US1","LAP01",49970,520,9,0.0173076923076923
"323",2020-11-18,"US1","LAP01",50020,390,7,0.0179487179487179
"324",2020-11-19,"US1","LAP01",49950,490,9,0.0183673469387755
"325",2020-11-20,"US1","LAP01",49960,470,8,0.0170212765957447
"326",2020-11-21,"US1","LAP01",49990,380,7,0.0184210526315789
"327",2020-11-22,"US1","LAP01",50030,510,9,0.0176470588235294
"328",2020-11-23,"US1","LAP01",50070,470,8,0.0170212765957447
"329",2020-11-24,"US1","LAP01",49910,640,12,0.01875
"330",2020-11-25,"US1","LAP01",50080,490,9,0.0183673469387755
"331",2020-11-26,"US1","LAP01",50000,520,9,0.0173076923076923
"332",2020-11-27,"US1","LAP01",49990,650,12,0.0184615384615385
"333",2020-11-28,"US1","LAP01",50050,470,8,0.0170212765957447
"334",2020-11-29,"US1","LAP01",50060,570,10,0.0175438596491228
"335",2020-11-30,"US1","LAP01",50080,480,9,0.01875
"336",2020-12-01,"US1","LAP01",50040,400,7,0.0175
"337",2020-12-02,"US1","LAP01",49980,470,8,0.0170212765957447
"338",2020-12-03,"US1","LAP01",49960,460,8,0.0173913043478261
"339",2020-12-04,"US1","LAP01",50030,530,10,0.0188679245283019
"340",2020-12-05,"US1","LAP01",49970,600,11,0.0183333333333333
"341",2020-12-06,"US1","LAP01",49960,450,8,0.0177777777777778
"342",2020-12-07,"US1","LAP01",50040,370,7,0.0189189189189189
"343",2020-12-08,"US1","LAP01",49990,380,7,0.0184210526315789
"344",2020-12-09,"US1","LAP01",50010,310,6,0.0193548387096774
"345",2020-12-10,"US1","LAP01",49880,320,6,0.01875
"346",2020-12-11,"US1","LAP01",50010,570,10,0.0175438596491228
"347",2020-12-12,"US1","LAP01",50040,460,8,0.0173913043478261
"348",2020-12-13,"US1","LAP01",49920,390,7,0.0179487179487179
"349",2020-12-14,"US1","LAP01",49970,530,10,0.0188679245283019
"350",2020-12-15,"US1","LAP01",49990,620,11,0.017741935483871
"351",2020-12-16,"US1","LAP01",50070,340,6,0.0176470588235294
"352",2020-12-17,"US1","LAP01",49980,420,8,0.019047619047619
"353",2020-12-18,"US1","LAP01",49960,550,10,0.0181818181818182
"354",2020-12-19,"US1","LAP01",50070,520,9,0.0173076923076923
"355",2020-12-20,"US1","LAP01",50020,480,9,0.01875
"356",2020-12-21,"US1","LAP01",50050,450,8,0.0177777777777778
"357",2020-12-22,"US1","LAP01",49930,500,9,0.018
"358",2020-12-23,"US1","LAP01",49920,580,10,0.0172413793103448
"359",2020-12-24,"US1","LAP01",50010,510,9,0.0176470588235294
"360",2020-12-25,"US1","LAP01",50020,380,7,0.0184210526315789
"361",2020-12-26,"US1","LAP01",50010,570,10,0.0175438596491228
"362",2020-12-27,"US1","LAP01",49970,360,6,0.0166666666666667
"363",2020-12-28,"US1","LAP01",49940,470,8,0.0170212765957447
"364",2020-12-29,"US1","LAP01",50020,440,8,0.0181818181818182
"365",2020-12-30,"US1","LAP01",49880,280,5,0.0178571428571429
"366",2020-12-31,"US1","LAP01",49980,380,7,0.0184210526315789
"367",2020-01-01,"US1","LAP01",50050,380,7,0.0184210526315789
"368",2020-01-02,"US1","LAP01",49980,660,12,0.0181818181818182
"369",2020-01-03,"US1","LAP01",49930,640,12,0.01875
"370",2020-01-04,"US1","LAP01",49940,450,8,0.0177777777777778
"371",2020-01-05,"US1","LAP01",49940,500,9,0.018
"372",2020-01-06,"US1","LAP01",49920,480,9,0.01875
"373",2020-01-07,"US1","LAP01",49880,560,10,0.0178571428571429
"374",2020-01-08,"US1","LAP01",50030,590,11,0.0186440677966102
"375",2020-01-09,"US1","LAP01",50000,550,10,0.0181818181818182
"376",2020-01-10,"US1","LAP01",50020,470,8,0.0170212765957447
"377",2020-01-11,"US1","LAP01",49930,370,7,0.0189189189189189
"378",2020-01-12,"US1","LAP01",50000,640,12,0.01875
"379",2020-01-13,"US1","LAP01",50010,510,9,0.0176470588235294
"380",2020-01-14,"US1","LAP01",49990,440,8,0.0181818181818182
"381",2020-01-15,"US1","LAP01",50000,510,9,0.0176470588235294
"382",2020-01-16,"US1","LAP01",50030,710,13,0.0183098591549296
"383",2020-01-17,"US1","LAP01",50030,440,8,0.0181818181818182
"384",2020-01-18,"US1","LAP01",49970,520,9,0.0173076923076923
"385",2020-01-19,"US1","LAP01",49970,600,11,0.0183333333333333
"386",2020-01-20,"US1","LAP01",50020,460,8,0.0173913043478261
"387",2020-01-21,"US1","LAP01",50100,590,11,0.0186440677966102
"388",2020-01-22,"US1","LAP01",50080,600,11,0.0183333333333333
"389",2020-01-23,"US1","LAP01",50010,550,10,0.0181818181818182
"390",2020-01-24,"US1","LAP01",49890,520,9,0.0173076923076923
"391",2020-01-25,"US1","LAP01",50010,550,10,0.0181818181818182
"392",2020-01-26,"US1","LAP01",50060,460,8,0.0173913043478261
"393",2020-01-27,"US1","LAP01",49960,490,9,0.0183673469387755
"394",2020-01-28,"US1","LAP01",50080,770,14,0.0181818181818182
"395",2020-01-29,"US1","LAP01",49920,530,10,0.0188679245283019
"396",2020-01-30,"US1","LAP01",49890,590,11,0.0186440677966102
"397",2020-01-31,"US1","LAP01",49920,520,9,0.0173076923076923
"398",2020-02-01,"US1","LAP01",49930,280,5,0.0178571428571429
"399",2020-02-02,"US1","LAP01",50050,590,11,0.0186440677966102
"400",2020-02-03,"US1","LAP01",50100,520,9,0.0173076923076923
"401",2020-02-04,"US1","LAP01",49950,420,8,0.019047619047619
"402",2020-02-05,"US1","LAP01",49960,580,10,0.0172413793103448
"403",2020-02-06,"US1","LAP01",50020,410,7,0.0170731707317073
