"","MFG_DATE","PLANT_ID","PRODUCT_ID","RETURNS_RECEIVED"
"138",2020-05-17,"US1","LAP01",6
"139",2020-05-18,"US1","LAP01",6
"140",2020-05-19,"US1","LAP01",5
"141",2020-05-20,"US1","LAP01",7
"142",2020-05-21,"US1","LAP01",5
"143",2020-05-22,"US1","LAP01",6
"144",2020-05-23,"US1","LAP01",5
"145",2020-05-24,"US1","LAP01",5
"146",2020-05-25,"US1","LAP01",5
"147",2020-05-26,"US1","LAP01",4
"148",2020-05-27,"US1","LAP01",4
"149",2020-05-28,"US1","LAP01",5
"150",2020-05-29,"US1","LAP01",6
"151",2020-05-30,"US1","LAP01",5
"152",2020-05-31,"US1","LAP01",5
"153",2020-06-01,"US1","LAP01",5
"154",2020-06-02,"US1","LAP01",6
"155",2020-06-03,"US1","LAP01",4
"156",2020-06-04,"US1","LAP01",8
"157",2020-06-05,"US1","LAP01",5
"158",2020-06-06,"US1","LAP01",5
"159",2020-06-07,"US1","LAP01",7
"160",2020-06-08,"US1","LAP01",4
"161",2020-06-09,"US1","LAP01",5
"162",2020-06-10,"US1","LAP01",5
"163",2020-06-11,"US1","LAP01",6
"164",2020-06-12,"US1","LAP01",9
"165",2020-06-13,"US1","LAP01",5
"166",2020-06-14,"US1","LAP01",7
"167",2020-06-15,"US1","LAP01",4
"168",2020-06-16,"US1","LAP01",4
"169",2020-06-17,"US1","LAP01",4
"170",2020-06-18,"US1","LAP01",5
"171",2020-06-19,"US1","LAP01",6
"172",2020-06-20,"US1","LAP01",5
"173",2020-06-21,"US1","LAP01",5
"174",2020-06-22,"US1","LAP01",6
"175",2020-06-23,"US1","LAP01",4
"176",2020-06-24,"US1","LAP01",5
"177",2020-06-25,"US1","LAP01",5
"178",2020-06-26,"US1","LAP01",7
"179",2020-06-27,"US1","LAP01",4
"180",2020-06-28,"US1","LAP01",7
"181",2020-06-29,"US1","LAP01",6
"182",2020-06-30,"US1","LAP01",4
"183",2020-07-01,"US1","LAP01",7
"184",2020-07-02,"US1","LAP01",3
"185",2020-07-03,"US1","LAP01",7
"186",2020-07-04,"US1","LAP01",6
"187",2020-07-05,"US1","LAP01",5
"188",2020-07-06,"US1","LAP01",7
"189",2020-07-07,"US1","LAP01",5
"190",2020-07-08,"US1","LAP01",6
"191",2020-07-09,"US1","LAP01",5
"192",2020-07-10,"US1","LAP01",7
"193",2020-07-11,"US1","LAP01",3
"194",2020-07-12,"US1","LAP01",6
"195",2020-07-13,"US1","LAP01",7
"196",2020-07-14,"US1","LAP01",6
"197",2020-07-15,"US1","LAP01",5
"198",2020-07-16,"US1","LAP01",5
"199",2020-07-17,"US1","LAP01",5
"200",2020-07-18,"US1","LAP01",6
"201",2020-07-19,"US1","LAP01",6
"202",2020-07-20,"US1","LAP01",5
"203",2020-07-21,"US1","LAP01",7
"204",2020-07-22,"US1","LAP01",4
"205",2020-07-23,"US1","LAP01",4
"206",2020-07-24,"US1","LAP01",5
"207",2020-07-25,"US1","LAP01",3
"208",2020-07-26,"US1","LAP01",5
"209",2020-07-27,"US1","LAP01",6
"210",2020-07-28,"US1","LAP01",4
"211",2020-07-29,"US1","LAP01",7
"212",2020-07-30,"US1","LAP01",5
"213",2020-07-31,"US1","LAP01",6
"214",2020-08-01,"US1","LAP01",6
"215",2020-08-02,"US1","LAP01",5
"216",2020-08-03,"US1","LAP01",4
"217",2020-08-04,"US1","LAP01",5
"218",2020-08-05,"US1","LAP01",5
"219",2020-08-06,"US1","LAP01",6
"220",2020-08-07,"US1","LAP01",6
"221",2020-08-08,"US1","LAP01",6
"222",2020-08-09,"US1","LAP01",6
"223",2020-08-10,"US1","LAP01",6
"224",2020-08-11,"US1","LAP01",7
"225",2020-08-12,"US1","LAP01",6
"226",2020-08-13,"US1","LAP01",5
"227",2020-08-14,"US1","LAP01",6
"228",2020-08-15,"US1","LAP01",4
"229",2020-08-16,"US1","LAP01",5
"230",2020-08-17,"US1","LAP01",7
"231",2020-08-18,"US1","LAP01",4
"232",2020-08-19,"US1","LAP01",7
"233",2020-08-20,"US1","LAP01",7
"234",2020-08-21,"US1","LAP01",7
"235",2020-08-22,"US1","LAP01",5
"236",2020-08-23,"US1","LAP01",5
"237",2020-08-24,"US1","LAP01",7
"238",2020-08-25,"US1","LAP01",7
"239",2020-08-26,"US1","LAP01",4
"240",2020-08-27,"US1","LAP01",5
"241",2020-08-28,"US1","LAP01",7
"242",2020-08-29,"US1","LAP01",6
"243",2020-08-30,"US1","LAP01",7
"244",2020-08-31,"US1","LAP01",6
"245",2020-09-01,"US1","LAP01",8
"246",2020-09-02,"US1","LAP01",6
"247",2020-09-03,"US1","LAP01",5
"248",2020-09-04,"US1","LAP01",6
"249",2020-09-05,"US1","LAP01",5
"250",2020-09-06,"US1","LAP01",5
"251",2020-09-07,"US1","LAP01",5
"252",2020-09-08,"US1","LAP01",7
"253",2020-09-09,"US1","LAP01",5
"254",2020-09-10,"US1","LAP01",7
"255",2020-09-11,"US1","LAP01",6
"256",2020-09-12,"US1","LAP01",5
"257",2020-09-13,"US1","LAP01",4
"258",2020-09-14,"US1","LAP01",3
"259",2020-09-15,"US1","LAP01",5
"260",2020-09-16,"US1","LAP01",5
"261",2020-09-17,"US1","LAP01",5
"262",2020-09-18,"US1","LAP01",3
"263",2020-09-19,"US1","LAP01",4
"264",2020-09-20,"US1","LAP01",6
"265",2020-09-21,"US1","LAP01",5
"266",2020-09-22,"US1","LAP01",6
"267",2020-09-23,"US1","LAP01",4
"268",2020-09-24,"US1","LAP01",5
"269",2020-09-25,"US1","LAP01",5
"270",2020-09-26,"US1","LAP01",5
"271",2020-09-27,"US1","LAP01",5
"272",2020-09-28,"US1","LAP01",7
"273",2020-09-29,"US1","LAP01",5
"274",2020-09-30,"US1","LAP01",4
"275",2020-10-01,"US1","LAP01",4
"276",2020-10-02,"US1","LAP01",5
"277",2020-10-03,"US1","LAP01",7
"278",2020-10-04,"US1","LAP01",5
"279",2020-10-05,"US1","LAP01",7
"280",2020-10-06,"US1","LAP01",6
"281",2020-10-07,"US1","LAP01",5
"282",2020-10-08,"US1","LAP01",5
"283",2020-10-09,"US1","LAP01",5
"284",2020-10-10,"US1","LAP01",5
"285",2020-10-11,"US1","LAP01",5
"286",2020-10-12,"US1","LAP01",5
"287",2020-10-13,"US1","LAP01",6
"288",2020-10-14,"US1","LAP01",5
"289",2020-10-15,"US1","LAP01",5
"290",2020-10-16,"US1","LAP01",7
"291",2020-10-17,"US1","LAP01",6
"292",2020-10-18,"US1","LAP01",6
"293",2020-10-19,"US1","LAP01",5
"294",2020-10-20,"US1","LAP01",5
"295",2020-10-21,"US1","LAP01",7
"296",2020-10-22,"US1","LAP01",5
"297",2020-10-23,"US1","LAP01",6
"298",2020-10-24,"US1","LAP01",5
"299",2020-10-25,"US1","LAP01",5
"300",2020-10-26,"US1","LAP01",5
"301",2020-10-27,"US1","LAP01",6
"302",2020-10-28,"US1","LAP01",7
"303",2020-10-29,"US1","LAP01",6
"304",2020-10-30,"US1","LAP01",4
"305",2020-10-31,"US1","LAP01",7
"306",2020-11-01,"US1","LAP01",6
"307",2020-11-02,"US1","LAP01",6
"308",2020-11-03,"US1","LAP01",4
"309",2020-11-04,"US1","LAP01",4
"310",2020-11-05,"US1","LAP01",4
"311",2020-11-06,"US1","LAP01",5
"312",2020-11-07,"US1","LAP01",6
"313",2020-11-08,"US1","LAP01",6
"314",2020-11-09,"US1","LAP01",4
"315",2020-11-10,"US1","LAP01",6
"316",2020-11-11,"US1","LAP01",5
"317",2020-11-12,"US1","LAP01",6
"318",2020-11-13,"US1","LAP01",5
"319",2020-11-14,"US1","LAP01",6
"320",2020-11-15,"US1","LAP01",5
"321",2020-11-16,"US1","LAP01",7
"322",2020-11-17,"US1","LAP01",5
"323",2020-11-18,"US1","LAP01",4
"324",2020-11-19,"US1","LAP01",5
"325",2020-11-20,"US1","LAP01",5
"326",2020-11-21,"US1","LAP01",4
"327",2020-11-22,"US1","LAP01",5
"328",2020-11-23,"US1","LAP01",5
"329",2020-11-24,"US1","LAP01",7
"330",2020-11-25,"US1","LAP01",5
"331",2020-11-26,"US1","LAP01",5
"332",2020-11-27,"US1","LAP01",7
"333",2020-11-28,"US1","LAP01",5
"334",2020-11-29,"US1","LAP01",6
"335",2020-11-30,"US1","LAP01",5
"336",2020-12-01,"US1","LAP01",4
"337",2020-12-02,"US1","LAP01",5
"338",2020-12-03,"US1","LAP01",5
"339",2020-12-04,"US1","LAP01",6
"340",2020-12-05,"US1","LAP01",7
"341",2020-12-06,"US1","LAP01",5
"342",2020-12-07,"US1","LAP01",4
"343",2020-12-08,"US1","LAP01",4
"344",2020-12-09,"US1","LAP01",4
"345",2020-12-10,"US1","LAP01",4
"346",2020-12-11,"US1","LAP01",6
"347",2020-12-12,"US1","LAP01",5
"348",2020-12-13,"US1","LAP01",4
"349",2020-12-14,"US1","LAP01",6
"350",2020-12-15,"US1","LAP01",7
"351",2020-12-16,"US1","LAP01",4
"352",2020-12-17,"US1","LAP01",5
"353",2020-12-18,"US1","LAP01",6
"354",2020-12-19,"US1","LAP01",5
"355",2020-12-20,"US1","LAP01",5
"356",2020-12-21,"US1","LAP01",5
"357",2020-12-22,"US1","LAP01",5
"358",2020-12-23,"US1","LAP01",6
"359",2020-12-24,"US1","LAP01",5
"360",2020-12-25,"US1","LAP01",4
"361",2020-12-26,"US1","LAP01",6
"362",2020-12-27,"US1","LAP01",4
"363",2020-12-28,"US1","LAP01",5
"364",2020-12-29,"US1","LAP01",5
"365",2020-12-30,"US1","LAP01",3
"366",2020-12-31,"US1","LAP01",4
"367",2020-01-01,"US1","LAP01",4
"368",2020-01-02,"US1","LAP01",7
"369",2020-01-03,"US1","LAP01",7
"370",2020-01-04,"US1","LAP01",5
"371",2020-01-05,"US1","LAP01",5
"372",2020-01-06,"US1","LAP01",5
"373",2020-01-07,"US1","LAP01",6
"374",2020-01-08,"US1","LAP01",7
"375",2020-01-09,"US1","LAP01",6
"376",2020-01-10,"US1","LAP01",5
"377",2020-01-11,"US1","LAP01",4
"378",2020-01-12,"US1","LAP01",7
"379",2020-01-13,"US1","LAP01",5
"380",2020-01-14,"US1","LAP01",5
"381",2020-01-15,"US1","LAP01",5
"382",2020-01-16,"US1","LAP01",8
"383",2020-01-17,"US1","LAP01",5
"384",2020-01-18,"US1","LAP01",5
"385",2020-01-19,"US1","LAP01",7
"386",2020-01-20,"US1","LAP01",5
"387",2020-01-21,"US1","LAP01",7
"388",2020-01-22,"US1","LAP01",7
"389",2020-01-23,"US1","LAP01",6
"390",2020-01-24,"US1","LAP01",5
"391",2020-01-25,"US1","LAP01",6
"392",2020-01-26,"US1","LAP01",5
"393",2020-01-27,"US1","LAP01",5
"394",2020-01-28,"US1","LAP01",8
"395",2020-01-29,"US1","LAP01",6
"396",2020-01-30,"US1","LAP01",7
"397",2020-01-31,"US1","LAP01",5
"398",2020-02-01,"US1","LAP01",3
"399",2020-02-02,"US1","LAP01",7
"400",2020-02-03,"US1","LAP01",5
"401",2020-02-04,"US1","LAP01",5
"402",2020-02-05,"US1","LAP01",6
"403",2020-02-06,"US1","LAP01",4
"404",2020-02-07,"US1","LAP01",4
"405",2020-02-08,"US1","LAP01",5
"406",2020-02-09,"US1","LAP01",5
"407",2020-02-10,"US1","LAP01",5
"408",2020-02-11,"US1","LAP01",4
"409",2020-02-12,"US1","LAP01",6
"410",2020-02-13,"US1","LAP01",6
"411",2020-02-14,"US1","LAP01",7
"412",2020-02-15,"US1","LAP01",7
"413",2020-02-16,"US1","LAP01",6
"414",2020-02-17,"US1","LAP01",2
"415",2020-02-18,"US1","LAP01",7
"416",2020-02-19,"US1","LAP01",5
"417",2020-02-20,"US1","LAP01",6
"418",2020-02-21,"US1","LAP01",5
"419",2020-02-22,"US1","LAP01",7
"420",2020-02-23,"US1","LAP01",5
"421",2020-02-24,"US1","LAP01",6
"422",2020-02-25,"US1","LAP01",5
"423",2020-02-26,"US1","LAP01",6
"424",2020-02-27,"US1","LAP01",7
"425",2020-02-28,"US1","LAP01",5
"426",2020-03-01,"US1","LAP01",3
"427",2020-03-02,"US1","LAP01",7
"428",2020-03-03,"US1","LAP01",7
"429",2020-03-04,"US1","LAP01",5
"430",2020-03-05,"US1","LAP01",6
"431",2020-03-06,"US1","LAP01",5
"432",2020-03-07,"US1","LAP01",5
"433",2020-03-08,"US1","LAP01",7
"434",2020-03-09,"US1","LAP01",4
"435",2020-03-10,"US1","LAP01",4
"436",2020-03-11,"US1","LAP01",6
"437",2020-03-12,"US1","LAP01",6
"438",2020-03-13,"US1","LAP01",5
"439",2020-03-14,"US1","LAP01",4
"440",2020-03-15,"US1","LAP01",5
"441",2020-03-16,"US1","LAP01",6
"442",2020-03-17,"US1","LAP01",5
"443",2020-03-18,"US1","LAP01",4
"444",2020-03-19,"US1","LAP01",3
"445",2020-03-20,"US1","LAP01",7
"446",2020-03-21,"US1","LAP01",5
"447",2020-03-22,"US1","LAP01",4
"448",2020-03-23,"US1","LAP01",7
"449",2020-03-24,"US1","LAP01",4
"450",2020-03-25,"US1","LAP01",7
"451",2020-03-26,"US1","LAP01",8
"452",2020-03-27,"US1","LAP01",3
"453",2020-03-28,"US1","LAP01",5
"454",2020-03-29,"US1","LAP01",5
"455",2020-03-30,"US1","LAP01",4
"456",2020-03-31,"US1","LAP01",6
"457",2020-04-01,"US1","LAP01",6
"458",2020-04-02,"US1","LAP01",5
"459",2020-04-03,"US1","LAP01",5
"460",2020-04-04,"US1","LAP01",4
"461",2020-04-05,"US1","LAP01",6
"462",2020-04-06,"US1","LAP01",8
"463",2020-04-07,"US1","LAP01",5
"464",2020-04-08,"US1","LAP01",6
"465",2020-04-09,"US1","LAP01",6
"466",2020-04-10,"US1","LAP01",7
"467",2020-04-11,"US1","LAP01",6
"468",2020-04-12,"US1","LAP01",7
"469",2020-04-13,"US1","LAP01",4
"470",2020-04-14,"US1","LAP01",6
"471",2020-04-15,"US1","LAP01",4
"472",2020-04-16,"US1","LAP01",7
"473",2020-04-17,"US1","LAP01",5
"474",2020-04-18,"US1","LAP01",5
"475",2020-04-19,"US1","LAP01",7
"476",2020-04-20,"US1","LAP01",5
"477",2020-04-21,"US1","LAP01",4
"478",2020-04-22,"US1","LAP01",6
"479",2020-04-23,"US1","LAP01",6
"480",2020-04-24,"US1","LAP01",6
"481",2020-04-25,"US1","LAP01",5
"482",2020-04-26,"US1","LAP01",5
"483",2020-04-27,"US1","LAP01",5
"484",2020-04-28,"US1","LAP01",5
"485",2020-04-29,"US1","LAP01",5
"486",2020-04-30,"US1","LAP01",7
"487",2020-05-01,"US1","LAP01",5
"488",2020-05-02,"US1","LAP01",5
"489",2020-05-03,"US1","LAP01",7
"490",2020-05-04,"US1","LAP01",5
"491",2020-05-05,"US1","LAP01",7
"492",2020-05-06,"US1","LAP01",4
"493",2020-05-07,"US1","LAP01",5
"494",2020-05-08,"US1","LAP01",7
"495",2020-05-09,"US1","LAP01",7
"496",2020-05-10,"US1","LAP01",5
"497",2020-05-11,"US1","LAP01",5
"498",2020-05-12,"US1","LAP01",7
"499",2020-05-13,"US1","LAP01",4
"500",2020-05-14,"US1","LAP01",5
"501",2020-05-15,"US1","LAP01",5
"502",2020-05-16,"US1","LAP01",5
"503",2020-05-17,"US1","LAP01",5
"504",2020-05-18,"US1","LAP01",6
"505",2020-05-19,"US1","LAP01",4
"506",2020-05-20,"US1","LAP01",5
"507",2020-05-21,"US1","LAP01",7
"508",2020-05-22,"US1","LAP01",5
"509",2020-05-23,"US1","LAP01",5
"510",2020-05-24,"US1","LAP01",4
"511",2020-05-25,"US1","LAP01",5
"512",2020-05-26,"US1","LAP01",5
"513",2020-05-27,"US1","LAP01",4
"514",2020-05-28,"US1","LAP01",7
"515",2020-05-29,"US1","LAP01",7
"516",2020-05-30,"US1","LAP01",5
"517",2020-05-31,"US1","LAP01",5
"518",2020-06-01,"US1","LAP01",6
"519",2020-06-02,"US1","LAP01",6
"520",2020-06-03,"US1","LAP01",5
"521",2020-06-04,"US1","LAP01",5
"522",2020-06-05,"US1","LAP01",5
"523",2020-06-06,"US1","LAP01",4
"524",2020-06-07,"US1","LAP01",4
"525",2020-06-08,"US1","LAP01",5
"526",2020-06-09,"US1","LAP01",5
"527",2020-06-10,"US1","LAP01",5
"528",2020-06-11,"US1","LAP01",7
"529",2020-06-12,"US1","LAP01",6
"530",2020-06-13,"US1","LAP01",5
"531",2020-06-14,"US1","LAP01",6
"532",2020-06-15,"US1","LAP01",8
"533",2020-06-16,"US1","LAP01",5
"534",2020-06-17,"US1","LAP01",6
"535",2020-06-18,"US1","LAP01",5
"536",2020-06-19,"US1","LAP01",6
"537",2020-06-20,"US1","LAP01",7
"538",2020-06-21,"US1","LAP01",7
"539",2020-06-22,"US1","LAP01",4
"540",2020-06-23,"US1","LAP01",6
"541",2020-06-24,"US1","LAP01",6
"542",2020-06-25,"US1","LAP01",2
"543",2020-06-26,"US1","LAP01",5
"544",2020-06-27,"US1","LAP01",4
"545",2020-06-28,"US1","LAP01",4
"546",2020-06-29,"US1","LAP01",5
"547",2020-06-30,"US1","LAP01",4
"548",2020-07-01,"US1","LAP01",5
"549",2020-07-02,"US1","LAP01",4
"550",2020-07-03,"US1","LAP01",5
"551",2020-07-04,"US1","LAP01",4
"552",2020-07-05,"US1","LAP01",4
"553",2020-07-06,"US1","LAP01",4
"554",2020-07-07,"US1","LAP01",5
"555",2020-07-08,"US1","LAP01",5
"556",2020-07-09,"US1","LAP01",5
"557",2020-07-10,"US1","LAP01",5
"558",2020-07-11,"US1","LAP01",7
"559",2020-07-12,"US1","LAP01",7
"560",2020-07-13,"US1","LAP01",6
"561",2020-07-14,"US1","LAP01",5
"562",2020-07-15,"US1","LAP01",4
"563",2020-07-16,"US1","LAP01",6
"564",2020-07-17,"US1","LAP01",5
"565",2020-07-18,"US1","LAP01",4
"566",2020-07-19,"US1","LAP01",4
"567",2020-07-20,"US1","LAP01",6
"568",2020-07-21,"US1","LAP01",6
"569",2020-07-22,"US1","LAP01",5
"570",2020-07-23,"US1","LAP01",7
"571",2020-07-24,"US1","LAP01",7
"572",2020-07-25,"US1","LAP01",5
"573",2020-07-26,"US1","LAP01",5
"574",2020-07-27,"US1","LAP01",5
"575",2020-07-28,"US1","LAP01",5
"576",2020-07-29,"US1","LAP01",5
"577",2020-07-30,"US1","LAP01",4
"578",2020-07-31,"US1","LAP01",5
"579",2020-08-01,"US1","LAP01",5
"580",2020-08-02,"US1","LAP01",7
"581",2020-08-03,"US1","LAP01",7
"582",2020-08-04,"US1","LAP01",5
"583",2020-08-05,"US1","LAP01",5
"584",2020-08-06,"US1","LAP01",7
"585",2020-08-07,"US1","LAP01",5
"586",2020-08-08,"US1","LAP01",5
"587",2020-08-09,"US1","LAP01",5
"588",2020-08-10,"US1","LAP01",6
"589",2020-08-11,"US1","LAP01",5
"590",2020-08-12,"US1","LAP01",2
"591",2020-08-13,"US1","LAP01",5
"592",2020-08-14,"US1","LAP01",5
"593",2020-08-15,"US1","LAP01",7
"594",2020-08-16,"US1","LAP01",5
"595",2020-08-17,"US1","LAP01",8
"596",2020-08-18,"US1","LAP01",4
"597",2020-08-19,"US1","LAP01",5
"598",2020-08-20,"US1","LAP01",5
"599",2020-08-21,"US1","LAP01",3
"600",2020-08-22,"US1","LAP01",5
"601",2020-08-23,"US1","LAP01",5
"602",2020-08-24,"US1","LAP01",5
"603",2020-08-25,"US1","LAP01",4
"604",2020-08-26,"US1","LAP01",5
"605",2020-08-27,"US1","LAP01",7
"606",2020-08-28,"US1","LAP01",4
"607",2020-08-29,"US1","LAP01",6
"608",2020-08-30,"US1","LAP01",6
"609",2020-08-31,"US1","LAP01",5
"610",2020-09-01,"US1","LAP01",5
"611",2020-09-02,"US1","LAP01",5
"612",2020-09-03,"US1","LAP01",7
"613",2020-09-04,"US1","LAP01",6
"614",2020-09-05,"US1","LAP01",7
"615",2020-09-06,"US1","LAP01",7
"616",2020-09-07,"US1","LAP01",7
"617",2020-09-08,"US1","LAP01",5
"618",2020-09-09,"US1","LAP01",5
"619",2020-09-10,"US1","LAP01",7
"620",2020-09-11,"US1","LAP01",6
"621",2020-09-12,"US1","LAP01",5
"622",2020-09-13,"US1","LAP01",7
"623",2020-09-14,"US1","LAP01",8
"624",2020-09-15,"US1","LAP01",5
"625",2020-09-16,"US1","LAP01",5
"626",2020-09-17,"US1","LAP01",5
"627",2020-09-18,"US1","LAP01",7
"628",2020-09-19,"US1","LAP01",2
"629",2020-09-20,"US1","LAP01",7
"630",2020-09-21,"US1","LAP01",7
"631",2020-09-22,"US1","LAP01",6
"632",2020-09-23,"US1","LAP01",7
"633",2020-09-24,"US1","LAP01",4
"634",2020-09-25,"US1","LAP01",6
"635",2020-09-26,"US1","LAP01",4
"636",2020-09-27,"US1","LAP01",5
"637",2020-09-28,"US1","LAP01",4
"638",2020-09-29,"US1","LAP01",5
"639",2020-09-30,"US1","LAP01",5
"640",2020-10-01,"US1","LAP01",6
"641",2020-10-02,"US1","LAP01",5
"642",2020-10-03,"US1","LAP01",5
"643",2020-10-04,"US1","LAP01",6
"644",2020-10-05,"US1","LAP01",7
"645",2020-10-06,"US1","LAP01",5
"646",2020-10-07,"US1","LAP01",5
"647",2020-10-08,"US1","LAP01",5
"648",2020-10-09,"US1","LAP01",6
"649",2020-10-10,"US1","LAP01",4
"650",2020-10-11,"US1","LAP01",5
"651",2020-10-12,"US1","LAP01",5
"652",2020-10-13,"US1","LAP01",5
"653",2020-10-14,"US1","LAP01",5
"654",2020-10-15,"US1","LAP01",5
"655",2020-10-16,"US1","LAP01",5
"656",2020-10-17,"US1","LAP01",5
"657",2020-10-18,"US1","LAP01",5
"658",2020-10-19,"US1","LAP01",7
"659",2020-10-20,"US1","LAP01",5
"660",2020-10-21,"US1","LAP01",7
"661",2020-10-22,"US1","LAP01",5
"662",2020-10-23,"US1","LAP01",5
